النبي موسى,399,Jericho,11
النويعمة,400,Jericho,11
العوجا,397,Jericho,11
ديوك,396,Jericho,11
اريحا,596,Jericho,11
الجفتلك,398,Jericho,11
فصايل,152540,Jericho,11
مخيم عقبة جبر,152541,Jericho,11
مرج نعجة,152542,Jericho,11
الجش,29882,Jolan,173
عرب العرامشة,29904,Jolan,173
بيسان,21593,Jolan,173
بقعاتا,29885,Jolan,173
عين قينيا,29903,Jolan,173
فسوطة,29884,Jolan,173
الغجر,29899,Jolan,173
الجولان,1249,Jolan,173
حرفيش,29883,Jolan,173
مجدل شمس,29887,Jolan,173
مسعدة,29886,Jolan,173
كريات شمونه,29902,Jolan,173
الريحانية,29905,Jolan,173
راس الناقورة,1895,Jolan,173
روش بينا,29901,Jolan,173
صفد,1911,Jolan,173
شلومي,29906,Jolan,173
طوبا الزنغرية,563,Jolan,173
العديسة,233,Hebron,6
عجور,249,Hebron,6
العروب,1190,Hebron,6
مخيم العروب,1189,Hebron,6
السموع,904,Hebron,6
الظاهرية,228,Hebron,6
الدوايمة,222,Hebron,6
الجبلية,257,Hebron,6
الشيوخ,234,Hebron,6
الصرة,227,Hebron,6
التواني,229,Hebron,6
عناب الكبير,250,Hebron,6
بني نعيم,3653,Hebron,6
بركوسيا,219,Hebron,6
بيت الروش الفوقا,221,Hebron,6
بيت أولا,220,Hebron,6
بيت عوا,226,Hebron,6
بيت جبرين,224,Hebron,6
بيت كاحل,796,Hebron,6
بيت مرسم,231,Hebron,6
بيت امر,905,Hebron,6
بيت عمرة,225,Hebron,6
بيت نتيف,232,Hebron,6
دير العسل الفوقا,241,Hebron,6
دير الدبان,240,Hebron,6
دير نخاس,246,Hebron,6
دير رازح,242,Hebron,6
دير سامت,17990,Hebron,6
دورا,727,Hebron,6
امريش,230,Hebron,6
مخيم الفوار,8079,Hebron,6
حدب الفوار,235,Hebron,6
حلحول,236,Hebron,6
الخليل,591,Hebron,6
اذنا,906,Hebron,6
جبعة,255,Hebron,6
جالا,243,Hebron,6
كدنة,261,Hebron,6
كرمة,262,Hebron,6
خاراس,6485,Hebron,6
خرسا,245,Hebron,6
خربة عتير,244,Hebron,6
الكوم,239,Hebron,6
مفرق مصاحب,728,Hebron,6
نوبا,3347,Hebron,6
كويزبة,258,Hebron,6
رعنا,252,Hebron,6
رابود,251,Hebron,6
رافات,254,Hebron,6
الرماضين,223,Hebron,6
سعير,914,Hebron,6
سنجر,247,Hebron,6
صوريف,1381,Hebron,6
تفوح,237,Hebron,6
ترقوميا,2080,Hebron,6
تل الصافي,238,Hebron,6
طرامة,248,Hebron,6
أم برج,218,Hebron,6
وادي الشاجنة,259,Hebron,6
يطا,260,Hebron,6
زكريا,253,Hebron,6
زيف,256,Hebron,6
باب العامود,6725,Quds,1240
باب الاسباط,6727,Quds,1240
باب الجديد,6724,Quds,1240
البلدة القديمة,106015,Quds,1240
شارع صلاح الدين,6723,Quds,1240
باب الزاهرة,6726,Quds,1240
الشياح,100328,Quds,40499
عطروت,109580,Quds,40499
بيت حنينا,100325,Quds,40499
جفعات زئيف,100332,Quds,40499
القدس 1,533136,Quds,40499
جبل الزيتون,100330,Quds,40499
النبي صموئيل,100333,Quds,40499
بزجات زئيف,100331,Quds,40499
راس العامود,100329,Quds,40499
شعفاط,100326,Quds,40499
واد قدوم,100327,Quds,40499
الطور,100334,Quds,40500
شارع الزهراء,100345,Quds,40500
التلة الفرنسية,100340,Quds,40500
العيسوية,100335,Quds,40500
شارع مناطق 48,100341,Quds,40500
القدس,533118,Quds,40500
القدس 2,533133,Quds,40500
البلدة القديمة,100338,Quds,40500
شارع صلاح الدين,100344,Quds,40500
الشيخ جراح,100337,Quds,40500
واد الجوز,100336,Quds,40500
الصوانة,100357,Quds,40500
الثوري,100351,Quds,40501
ابو غنيم,100355,Quds,40501
ارنونا,100353,Quds,40501
بيت صفافا,100367,Quds,40501
عين كارم,107899,Quds,40501
جيلو,107898,Quds,40501
هار حوماه,100354,Quds,40501
جبل المكبر,100348,Quds,40501
القدس 3,534041,Quds,40501
شرفات,107896,Quds,40501
سلوان,100352,Quds,40501
صور باهر,100350,Quds,40501
تل بيوت,107897,Quds,40501
امليسون,100349,Quds,40501
ام طوبا,100356,Quds,40501
واد الحمص,100358,Quds,40501
ايلات,439303,Eilat,314850
ابو نجيم,16174,beitlahm,8
الحدايدة,342,beitlahm,8
الحجيلة,341,beitlahm,8
الجبعة,338,beitlahm,8
الخضر,348,beitlahm,8
المعصرة,368,beitlahm,8
القبو,355,beitlahm,8
العساكرة,354,beitlahm,8
عرب الرشايدة,353,beitlahm,8
ارطاس,4366,beitlahm,8
مخيم عايدة عايده,8310,beitlahm,8
مخيم العزة,15423,beitlahm,8
بتير,334,beitlahm,8
بيت ساحور,801,beitlahm,8
بيت فجار,336,beitlahm,8
بيت جالا,800,beitlahm,8
بيت تعمر,335,beitlahm,8
بيت لحم,593,beitlahm,8
دار صلاح,15422,beitlahm,8
دير ابو عبيد,15424,beitlahm,8
مخيم الدهيشة,4367,beitlahm,8
الدوحة,367,beitlahm,8
الحلقوم,343,beitlahm,8
حوسان,344,beitlahm,8
جهاثم,339,beitlahm,8
جناتا جناته جناته,8305,beitlahm,8
جبة الذيب,337,beitlahm,8
جورة الشمعة,340,beitlahm,8
كفار عصيون,357,beitlahm,8
خربة تقوع,347,beitlahm,8
خربة الدير,345,beitlahm,8
خربة النخلة,346,beitlahm,8
المنشية,369,beitlahm,8
مراح معلا,360,beitlahm,8
ومراح رباح,359,beitlahm,8
نحالين,358,beitlahm,8
نجيم,16173,beitlahm,8
العبيدية,352,beitlahm,8
رخمة,349,beitlahm,8
الشواورة,350,beitlahm,8
ظهرة الندى,351,beitlahm,8
أم سلمونة,366,beitlahm,8
واد شاهين,16279,beitlahm,8
وادي العرايس,361,beitlahm,8
وادي النيص,362,beitlahm,8
وادي فوكين,364,beitlahm,8
وادي معالي,16273,beitlahm,8
وادي رحال,363,beitlahm,8
الولجة,365,beitlahm,8
زعترة زعتره,15421,beitlahm,8
جناتا,152543,beitlahm,8
عابا,310,Jenin,7
عين المنسي,283,Jenin,7
عجة,312,Jenin,7
العطارة,276,Jenin,7
البارد الهاشمية,270,Jenin,7
الفندقومية,273,Jenin,7
الخلجان,271,Jenin,7
المزار,278,Jenin,7
المغير,268,Jenin,7
الزبابدة,266,Jenin,7
عانين,311,Jenin,7
عنزة,316,Jenin,7
الجامعة العربية الامريكية,16312,Jenin,7
عرابة,318,Jenin,7
عرانة,313,Jenin,7
عرقة,319,Jenin,7
عربونة,314,Jenin,7
عطارة,317,Jenin,7
بيت قاد,281,Jenin,7
بير الباشا,282,Jenin,7
برقين,289,Jenin,7
دير أبو ضعيف,295,Jenin,7
دير غزالة,296,Jenin,7
طورة الشرقية,304,Jenin,7
ام دار,819,Jenin,7
فحمة,315,Jenin,7
فقوعة,320,Jenin,7
فراسين,323,Jenin,7
ألمانية,272,Jenin,7
هاشمية,332,Jenin,7
جبع,294,Jenin,7
جبل حريش,292,Jenin,7
جلبون,287,Jenin,7
جلمة,280,Jenin,7
جلقموس,279,Jenin,7
جنزور,291,Jenin,7
جربا,286,Jenin,7
جديدة,293,Jenin,7
جنين,592,Jenin,7
كفر دان,326,Jenin,7
كفر قود,328,Jenin,7
كفر راعي,327,Jenin,7
الكفير,274,Jenin,7
كفير,325,Jenin,7
خروبة,16201,Jenin,7
خربة عبد الله اليونس,297,Jenin,7
خربة نزلة زيد,298,Jenin,7
خربة الجوفة,290,Jenin,7
خربة المطلة,302,Jenin,7
خربة طورة الغربية,299,Jenin,7
كفيرت,331,Jenin,7
اللجون,275,Jenin,7
منشية العطارى,329,Jenin,7
قصر المشاكي,322,Jenin,7
ميثلون,830,Jenin,7
مسلية,333,Jenin,7
نزلة الشيخ زيد,330,Jenin,7
قباطية,321,Jenin,7
رابا,300,Jenin,7
الرامة,301,Jenin,7
رمانة,306,Jenin,7
صانور,308,Jenin,7
السيلة الحارثية,267,Jenin,7
سيلة الظهر,5679,Jenin,7
صير,303,Jenin,7
تلفيت,285,Jenin,7
تعنك,284,Jenin,7
طيبة,309,Jenin,7
مثلث الشهداء,324,Jenin,7
أم الريحان,264,Jenin,7
أم التوت,263,Jenin,7
أم دار,265,Jenin,7
يعبد,758,Jenin,7
اليامون,269,Jenin,7
زبدة,307,Jenin,7
زرعين,305,Jenin,7
زبوبا,16268,Jenin,7
عابود,210,Ramallah,5
أبو قش,160,Ramallah,5
أبوشخيدم,167,Ramallah,5
أبو شخيدم,159,Ramallah,5
عبوين,212,Ramallah,5
عين عريك,199,Ramallah,5
عين قينيا,200,Ramallah,5
عين سينيا,198,Ramallah,5
عين يبرود,213,Ramallah,5
عجول,205,Ramallah,5
البيرة,424,Ramallah,5
البيره,715,Ramallah,5
شارع الارسال,1633,Ramallah,5
المصايف,1632,Ramallah,5
الماصيون,712,Ramallah,5
ضاحية الريحان,713,Ramallah,5
الطيبة,15759,Ramallah,5
الطيره,716,Ramallah,5
الجانية,164,Ramallah,5
الطيبة,165,Ramallah,5
البالوع-البيرة,16298,Ramallah,5
المزرعة الغربية,1026,Ramallah,5
عارورة,211,Ramallah,5
عطارة,206,Ramallah,5
بطن الهوى,21686,Ramallah,5
بيت عور التحتا,169,Ramallah,5
بيت عور الفوقا,174,Ramallah,5
بيت إجزا,78,Ramallah,5
بيت إللو,162,Ramallah,5
بيت لقيا,175,Ramallah,5
بيت ريما,163,Ramallah,5
بيت سيرا,168,Ramallah,5
بيتلو,21548,Ramallah,5
بيتين,179,Ramallah,5
بيتونيا,700,Ramallah,5
بلعين,161,Ramallah,5
بيرزيت,180,Ramallah,5
بدرس,170,Ramallah,5
برقة,171,Ramallah,5
برهام,822,Ramallah,5
دير أبو مشعل,189,Ramallah,5
دير السودان,191,Ramallah,5
دير عمار,202,Ramallah,5
دير دبوان,201,Ramallah,5
دير إبزيع,190,Ramallah,5
دير غسانة,203,Ramallah,5
دير نضام,183,Ramallah,5
دير قديس,204,Ramallah,5
دير جرير,1195,Ramallah,5
دورا القرع,188,Ramallah,5
المزرعة الشرقية,158,Ramallah,5
عين منجد,6604,Ramallah,5
عين مصباح,5678,Ramallah,5
جفنا,172,Ramallah,5
مخيم الجلزون,5677,Ramallah,5
جلجيليا,173,Ramallah,5
جمالا,176,Ramallah,5
جيبيا,177,Ramallah,5
كفر عين,207,Ramallah,5
كفر مالك,208,Ramallah,5
قراوة بني زيد,215,Ramallah,5
خربثا المصباح,15301,Ramallah,5
خربثا بني حارث,889,Ramallah,5
خربة أبو فلاح,181,Ramallah,5
كفر نعمة,5776,Ramallah,5
كوبر,209,Ramallah,5
المغير,6611,Ramallah,5
نعلين,216,Ramallah,5
قبية,214,Ramallah,5
قبيا,741,Ramallah,5
رام الله التحتا,21687,Ramallah,5
رام الله والبيرة,436872,Ramallah,5
رام الله,714,Ramallah,5
رمون,186,Ramallah,5
رنتيس,187,Ramallah,5
رأس كركر,194,Ramallah,5
روابي,6619,Ramallah,5
صفا,196,Ramallah,5
سطح مرحبا,17876,Ramallah,5
سلواد,185,Ramallah,5
سنجل,197,Ramallah,5
شبتين,192,Ramallah,5
شقبا,193,Ramallah,5
سردا,184,Ramallah,5
ترمسعيا,178,Ramallah,5
ام الشرايط,799,Ramallah,5
اللبن الغربي,157,Ramallah,5
يبرود,217,Ramallah,5
ام صفا,533119,Ramallah,5
مزارع النوباني,533120,Ramallah,5
الزاوية,524,Salfit,9
بديا,751,Salfit,9
بروقين,371,Salfit,9
دير استيا,374,Salfit,9
دير بلوط,21547,Salfit,9
فرخة,8120,Salfit,9
حارس,372,Salfit,9
اسكاكا,370,Salfit,9
كفر الديك,378,Salfit,9
كفل حارس,379,Salfit,9
خربة قيس,373,Salfit,9
مردة,380,Salfit,9
مسحة,381,Salfit,9
قراوة بني حسان,377,Salfit,9
رافات,376,Salfit,9
سلفيت,594,Salfit,9
سرطة,375,Salfit,9
ياسوف,382,Salfit,9
عين البيضاء,389,Tubas,10
عقابا,391,Tubas,10
حمرة,387,Tubas,10
كردلا,390,Tubas,10
النصارية,383,Tubas,10
سيريس,386,Tubas,10
صير,388,Tubas,10
طلوزة,393,Tubas,10
طمون,8142,Tubas,10
تياسير,384,Tubas,10
طوباس,595,Tubas,10
واد الفارعة,394,Tubas,10
واد حمد,395,Tubas,10
مناطق 48با,143,Tulkarem,4
علار,119,Tulkarem,4
عنبتا,144,Tulkarem,4
عتيل,142,Tulkarem,4
بلعا,130,Tulkarem,4
بيت ليد,131,Tulkarem,4
دير الغصون,134,Tulkarem,4
باقة الشرقية,129,Tulkarem,4
النزلة الشرقية,133,Tulkarem,4
إكتابا,137,Tulkarem,4
ارتاح,132,Tulkarem,4
فرعون,4694,Tulkarem,4
كفر عبوش,148,Tulkarem,4
كفر اللبد,155,Tulkarem,4
كفر جمال,149,Tulkarem,4
كفر رمان,151,Tulkarem,4
كفر صور,147,Tulkarem,4
كفر زيباد,152,Tulkarem,4
خربة بيت ليد,135,Tulkarem,4
نزلة أبو نار,153,Tulkarem,4
نزلة عيسى,154,Tulkarem,4
قفين,150,Tulkarem,4
سفارين,136,Tulkarem,4
صيدا,140,Tulkarem,4
شعراوية,145,Tulkarem,4
شوفة,146,Tulkarem,4
شويكة,139,Tulkarem,4
ذبابة,821,Tulkarem,4
ذنابة,138,Tulkarem,4
طولكرم,589,Tulkarem,4
أم خالد,128,Tulkarem,4
وادي الشعير,156,Tulkarem,4
زيتا,141,Tulkarem,4
أبو ديس,512412,QudsV,386401
الجديرة,512414,QudsV,386401
الجيب,512415,QudsV,386401
الرام,512416,QudsV,386401
الزعيم,512417,QudsV,386401
السواحرة الشرقية,512426,QudsV,386401
الشيخ سعد,512438,QudsV,386401
العيزرية,512413,QudsV,386401
القبيبة,512435,QudsV,386401
بدو,512419,QudsV,386401
بيت إكسا,512422,QudsV,386401
بيت اجزا,512423,QudsV,386401
بيت دقو,512421,QudsV,386401
بيت سوريك,512424,QudsV,386401
بيت عنان,512420,QudsV,386401
بير نبالا,512425,QudsV,386401
جبع,512428,QudsV,386401
حزما,512427,QudsV,386401
راس خميس,512437,QudsV,386401
رافات,512436,QudsV,386401
عناتا,512418,QudsV,386401
قطنة,512430,QudsV,386401
قلنديا,512433,QudsV,386401
كفر عقب,512431,QudsV,386401
مخماس,512432,QudsV,386401
مخيم شعفاط,512439,QudsV,386401
مخيم قلنديا,512434,QudsV,386401
الفندق,58,Qaliqilya,2
المدور,72,Qaliqilya,2
النبي إلياس,75,Qaliqilya,2
عسلة,70,Qaliqilya,2
عزون,63,Qaliqilya,2
عزون عتمة,69,Qaliqilya,2
باقة الحطب,54,Qaliqilya,2
بيت أمين,55,Qaliqilya,2
إماتين,49,Qaliqilya,2
عزبة الأشقر,68,Qaliqilya,2
عزبة الطبيب,61,Qaliqilya,2
عزبة جلعود,50,Qaliqilya,2
عزبة سلمان,62,Qaliqilya,2
فرعتا,64,Qaliqilya,2
فلامية,65,Qaliqilya,2
جيوس,59,Qaliqilya,2
جيت,51,Qaliqilya,2
حبلة,60,Qaliqilya,2
حجة,23,Qaliqilya,2
كفر قدوم,67,Qaliqilya,2
كفر لاقف,74,Qaliqilya,2
كفر ثلث,66,Qaliqilya,2
مغارة الضبعة,73,Qaliqilya,2
الرماضين الشمالي,53,Qaliqilya,2
قلقيلية,587,Qaliqilya,2
راس عطية,57,Qaliqilya,2
راس طيرة,56,Qaliqilya,2
سينيريا,865,Qaliqilya,2
صوفين,3357,Qaliqilya,2
الرماضين الجنوبي,52,Qaliqilya,2
واد الرشا,71,Qaliqilya,2
الخالصة,53511,Manateq,23
عتليت,53522,Manateq,23
بسمة طبعون,15397,Manateq,23
كيساريا  قيسارية,1898,Manateq,23
دالية الكرمل,15631,Manateq,23
عين حوض,53523,Manateq,23
الفريديس,1684,Manateq,23
الخضيرة,15633,Manateq,23
حيفا,491,Manateq,23
ابطن,15632,Manateq,23
عسفيا,15630,Manateq,23
جسر الزرقاء,1899,Manateq,23
الخوالد,49576,Manateq,23
كريات آتا,53507,Manateq,23
كيرات بياليك,53509,Manateq,23
كريات حاييم,53510,Manateq,23
كريات موتسكين,53506,Manateq,23
كريات يام,29926,Manateq,23
نيشر,53508,Manateq,23
اور عكيفا,29928,Manateq,23
راس علي,29927,Manateq,23
طيرة الكرمل,1900,Manateq,23
العززيات,513,Manateq,27
البويزية والميس,527,Manateq,27
الجاعونة,552,Manateq,27
الخالصة,523,Manateq,27
المفتخرة,528,Manateq,27
الناعمة,525,Manateq,27
الصالحية,526,Manateq,27
الشوكا التحتا,534,Manateq,27
عموقة,555,Manateq,27
عرب الشمالنة,547,Manateq,27
بيسمون,538,Manateq,27
بتسلال لندن,2096,Manateq,27
دفنة,531,Manateq,27
الدرباشية,541,Manateq,27
الدوارة,536,Manateq,27
فارة,518,Manateq,27
فراضية,521,Manateq,27
غرابة,537,Manateq,27
حقاب,532,Manateq,27
يافا,4548,Manateq,27
جاحولا,535,Manateq,27
جب يوسف,519,Manateq,27
خان الدوير,512,Manateq,27
خيام الوليد,539,Manateq,27
كراد البقارة,545,Manateq,27
كراد الغنامة,544,Manateq,27
لزازة,516,Manateq,27
مداحل,529,Manateq,27
مغر الخيط,553,Manateq,27
الملاحة,540,Manateq,27
المنشية,530,Manateq,27
المنصورة,514,Manateq,27
المطلة,546,Manateq,27
ميرون,551,Manateq,27
قباعة,554,Manateq,27
القديرية,522,Manateq,27
قديتا,557,Manateq,27
قيطيه,511,Manateq,27
الشونة,520,Manateq,27
سبلان,550,Manateq,27
تليل والحسينية,542,Manateq,27
يافا,49566,Manateq,27
يردا,543,Manateq,27
الزوق التحتاني,515,Manateq,27
الحي الشرقي,1864,Manateq,28
المشهد,1871,Manateq,28
بير الأمير,1866,Manateq,28
قرية الدحي,49577,Manateq,28
الفاخورة,1867,Manateq,28
مغدال هعيمك,53512,Manateq,28
المقيبلة,1860,Manateq,28
الناصرة,440174,Manateq,28
حي الصفافرة,1865,Manateq,28
صفورية,567,Manateq,28
سولم,8119,Manateq,28
الرملة,466409,Manateq,29
اللد,1901,Manateq,29
الرملة,1902,Manateq,29
حتا,585,Manateq,33
عارة,1852,Manateq,71
برطعة 48,1850,Manateq,71
عين إبراهيم,1854,Manateq,71
كفر قرع,1848,Manateq,71
ميعامي,1853,Manateq,71
المشيرفة,1855,Manateq,71
مصمص شرق,1856,Manateq,71
مصمص غرب,1857,Manateq,71
سالم 48,1858,Manateq,71
مجدو,1861,Manateq,71
ام الفحم,803,Manateq,71
زلفة,33094,Manateq,71
مناطق 48,854,Manateq,90
عكا,152491,Manateq,90
نهريا,451075,Manateq,90
بيت يام,15622,Manateq,95
بيتح تكفا,15623,Manateq,95
بيت شيمش,1903,Manateq,95
بني براك,53519,Manateq,95
حولون,53520,Manateq,95
كريات اونو,62555,Manateq,95
رمات جان,53516,Manateq,95
رحوبوت,53521,Manateq,95
ريشون لتسيون,1904,Manateq,95
تل ابيب,895,Manateq,95
الطيبة 48,1821,Manateq,357
مناطق 48,49568,Manateq,357
الطيرة (الداخل 48 ),29770,Manateq,357
عرعرة المثلث,1851,Manateq,357
باقة الغربية,829,Manateq,357
هرتسيليا,152487,Manateq,357
هود هشارون,152490,Manateq,357
حريش,15390,Manateq,357
جلجولية,1806,Manateq,357
جت المثلث,1834,Manateq,357
كفر برا,1805,Manateq,357
كفر قاسم,1803,Manateq,357
كفار سابا,152489,Manateq,357
نتانيا,161290,Manateq,357
قلنسوة,1827,Manateq,357
رعنانا,152488,Manateq,357
زيمر,1831,Manateq,357
العفولة,8118,Manateq,9328
العزير,15620,Manateq,9328
الحجاجرة,29908,Manateq,9328
الزرازير,8080,Manateq,9328
عرب الهيب,29917,Manateq,9328
دبوريه,1873,Manateq,9328
عين ماهل,1869,Manateq,9328
اكسال,1863,Manateq,9328
عيلوط,1872,Manateq,9328
كفر مصر,29909,Manateq,9328
كفر كما,29913,Manateq,9328
كفر كنا,743,Manateq,9328
منشية زبدة,29916,Manateq,9328
الناعورة,1874,Manateq,9328
نين,29912,Manateq,9328
الرينة,1870,Manateq,9328
رمانة البطوف,1877,Manateq,9328
صندلة,152483,Manateq,9328
عرب الشبلي,29911,Manateq,9328
شلهوت,33582,Manateq,9328
عرب طباش,29907,Manateq,9328
طمرة الزعبية,29915,Manateq,9328
طيبة الزعبية,29914,Manateq,9328
طرعان,1875,Manateq,9328
ام الغنم,29910,Manateq,9328
يافة مناطق 48,1862,Manateq,9328
كعبية,162731,Manateq,9328
اعبلين,78046,Manateq,32018
شفا عمرو,78043,Manateq,32018
طمرة,78045,Manateq,32018
الجليل الاسفل 1,535082,Manateq,32018
ضميدة,78050,Manateq,32019
سخنين,78052,Manateq,32019
واد الحمام,451097,Manateq,32019
البعينة,78059,Manateq,32019
المغار,78057,Manateq,32019
بعينة النجيدات,152486,Manateq,32019
دير حنا,78056,Manateq,32019
طبريا,78060,Manateq,32019
عرابة البطوف,78053,Manateq,32019
عيلبون,78058,Manateq,32019
وادي سلامة,78054,Manateq,32019
ابو قرينات,152472,Manateq,67282
ابو قويدر,152468,Manateq,67282
ابو تلول,152469,Manateq,67282
عرعرة النقب,451098,Manateq,67282
عراد,152476,Manateq,67282
بئر السبع,152485,Manateq,67282
بير المشاش,204441,Manateq,67282
بير هداج,152480,Manateq,67282
ديمونا,152470,Manateq,67282
دريجات,152478,Manateq,67282
كسيفة,152474,Manateq,67282
مكحول,152477,Manateq,67282
قصر السر,152471,Manateq,67282
سعوة,152479,Manateq,67282
شقيب السلام,152467,Manateq,67282
تل السبع,152465,Manateq,67282
تل عراد,152475,Manateq,67282
بئر السبع 1,534543,Manateq,67282
ابو كف ام بطين,152463,Manateq,67283
قرية السيد,204440,Manateq,67283
اشدود,152454,Manateq,67283
اشكلون,152455,Manateq,67283
حورة,152464,Manateq,67283
كريات جات,152456,Manateq,67283
كريات ملاخي,152453,Manateq,67283
ميتار,204439,Manateq,67283
نتيفوت,152457,Manateq,67283
اوفاكيم,152459,Manateq,67283
رهط,152460,Manateq,67283
سديروت,152458,Manateq,67283
اللقية,204438,Manateq,67283
بئر السبع2,535083,Manateq,67283
الرامة,451077,Manateq,325710
بيت جن,451079,Manateq,325710
عين الاسد,451078,Manateq,325710
كفر سميع / كسرى,451081,Manateq,325710
معليا,451082,Manateq,325710
البقيعة,451080,Manateq,325710
ساجور,451076,Manateq,325710
الشيخ دنون,451085,Manateq,325710
ترشيحا,451083,Manateq,325710
يانوح جث,451084,Manateq,325710
الجليل الاعلى 2,535084,Manateq,325710
ابو سنان,451096,Manateq,325711
البعنةِ,451094,Manateq,325711
دير الاسد,451093,Manateq,325711
جديدة المكر,451092,Manateq,325711
جولسِ,451091,Manateq,325711
كفر ياسيف,451090,Manateq,325711
الكمانة,451095,Manateq,325711
كرمئيل,451089,Manateq,325711
مجد الكروم,451088,Manateq,325711
نحف,451087,Manateq,325711
يركا,451086,Manateq,325711
الجليل الاعلى 1,534452,Manateq,325711
بير المكسور,534458,Manateq,406602
كابول,534459,Manateq,406602
كفر مندا,534457,Manateq,406602
كوكب ابو الهيجاء,534456,Manateq,406602
شعب,534460,Manateq,406602
القدس 5,534362,AL 67,386406
ابو غوش,512446,AL 67,386406
بيت نقوبا,512447,AL 67,386406
عين رافة,531213,AL 67,386406
عين نقوبا,512445,AL 67,386406
موديعين,512448,AL 67,386406
العامرية,820,Nablus,1
واد الباذان,6610,Nablus,1
المعاجين,21661,Nablus,1
المخفية,21664,Nablus,1
المساكن الشعبية,21663,Nablus,1
العقربانية,30,Nablus,1
الساوية,25,Nablus,1
عقربا,46,Nablus,1
عصيرة القبلية,38,Nablus,1
عسكر البلد,40,Nablus,1
مخيم عسكر القديم,21660,Nablus,1
عوريف,44,Nablus,1
عورتا,31,Nablus,1
عزموط,39,Nablus,1
مخيم بلاطة,21658,Nablus,1
بلاطة البلد,2,Nablus,1
بزاريا,7,Nablus,1
بيت دجن,5,Nablus,1
بيت امرين,6,Nablus,1
بيت فوريك,14,Nablus,1
بيت ايبا,47,Nablus,1
بيت وزن,15,Nablus,1
بيتا,16,Nablus,1
بورين,8,Nablus,1
برقة,1,Nablus,1
دير الحطب,18,Nablus,1
دير شرف,19,Nablus,1
دوما,24,Nablus,1
اللبن الشرقية,4,Nablus,1
إجنسنيا,3,Nablus,1
عينابوس,18131,Nablus,1
حوارة,22,Nablus,1
جالود,9,Nablus,1
جماعين,20,Nablus,1
جوريش,21,Nablus,1
كفر قليل,45,Nablus,1
قصرة,29,Nablus,1
مادما,35,Nablus,1
مجدل بني فاضل,36,Nablus,1
جبل باي يزيد,10,Nablus,1
نابلس,152537,Nablus,1
سبسطية الجديدة,32,Nablus,1
عصيرة الشمالية,37,Nablus,1
نص اجبيل,42,Nablus,1
نص جبيل,43,Nablus,1
اودلا,21546,Nablus,1
اوصرين,907,Nablus,1
قبلان,1037,Nablus,1
قريوت,734,Nablus,1
رفيديا,1634,Nablus,1
رامين,17,Nablus,1
روجيب,742,Nablus,1
سبسطية,26,Nablus,1
سالم,33,Nablus,1
الناقورة الجنوبية,41,Nablus,1
صرة,34,Nablus,1
تلفيت,12,Nablus,1
تل,11,Nablus,1
يتما,13,Nablus,1
زواتا,21662,Nablus,1
زيتا جماعين,28,Nablus,1
زواتا,27,Nablus,1
